!
!Date: 10/18/2016
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Type	Assay	Annotation	Action	Modification	Phenotype	Source	Reference	Note
BNI1	YNL271C	YLR012C	YLR012C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	YME1	YPR024W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	YML096W	YML096W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	YMR196W	YMR196W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	YNL134C	YNL134C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	YNL208W	YNL208W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	YNR021W	YNR021W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	YPL191C	YPL191C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	YPT31	YER031C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show a synthetic growth defect compared to a BNI1/KRE1 double mutant
BNI1	YNL271C	YPT6	YLR262C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
BNI1	YNL271C	YPT6	YLR262C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	YPT6	YLR262C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	YRF1-6	YNL339C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	YTP1	YNL237W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	ZDS2	YML109W	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Drees BL, et al. (2001) PMID:11489916	
BNI1	YNL271C	ZEO1	YOL109W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
